,time,open,high,low,close,volume,EMA8,EMA155,UpperBand,LowerBand,Trend,Velocity,Acceleration,wpr,wpr_lf,H,L,H_idx,L_idx,dir,last_H,last_L,H_wpr,L_wpr,BOS,H_raw,L_raw,H_tf,L_tf,H_idx_tf,L_idx_tf,dir_tf,last_H_tf,last_L_tf,low_since_H,high_since_L,swing_tf,swing_H_tf,swing_L_tf,ST_Long,ST_Short,KO_Long,KO_Short,Risk_Long,Risk_Short,Risk_Long_Adm,Risk_Short_Adm,signal,run-up,draw-down
16528,20260409  21:30:00,24074.0,24091.0,24072.0,24088.0,-1,24070.47259879745,24028.05199072972,24178.979681521647,23877.124299937794,6.299094470025981,0.03129562528501755,0.004827797983210889,-27.678571428571427,-26.623376623376622,,,16521.0,16525.0,1.0,24082.0,24058.0,-38.392857142857146,-50.0,UP,,,,,16459.0,16509.0,-1,24124.0,24007.0,24007.0,24091.0,117.0,,,23995.3,24135.7,92.70000000000073,47.70000000000073,0.3848389239455361,0.1980239123214909,True,False,LONG,22.0,58.0
16597,20260410  05:06:00,24076.0,24080.0,24076.0,24077.0,-1,24073.52460833678,24049.722663536875,24116.68944244646,23982.75588462729,8.416540977487879,0.0038379784977697986,0.0008935466421835323,-43.93939393939394,-60.1063829787234,,,16592.0,16595.0,1.0,24074.0,24070.0,-43.421052631578945,-44.927536231884055,UP,,,,,16538.0,16509.0,1,24110.0,24007.0,24030.0,24110.0,103.0,,,23996.7,24110.0,80.29999999999927,33.0,0.33351331145906576,0.13706026498317897,True,False,LONG,32.0,18.0
16732,20260410  11:51:00,24105.0,24121.0,24098.0,24114.0,-1,24078.16259506678,24042.104243564394,24111.973205997903,23972.235281130885,-3.140892977007106,-0.10508054375339626,-0.021557646391283658,-3.888888888888889,-48.01587301587302,,,16730.0,16731.0,1.0,24107.0,24077.0,-18.64406779661017,-7.344632768361582,UP,,,,,16538.0,16714.0,-1,24110.0,23941.0,23941.0,24121.0,169.0,,,23924.1,24126.9,189.90000000000146,12.900000000001455,0.7875093306792795,0.05349589450112572,True,False,LONG,128.0,51.0
16900,20260410  20:15:00,23936.0,23947.0,23936.0,23946.0,-1,23937.404706900965,24016.777594424573,24223.349376609764,23810.205812239383,-22.109248565231834,0.006368289586398041,-0.0013213487813355553,-27.63157894736842,-77.12895377128953,,,16898.0,16899.0,1.0,23942.0,23927.0,-43.421052631578945,-40.78947368421053,UP,,,,,16785.0,16885.0,-1,24242.0,23891.0,23891.0,23952.0,351.0,,,23855.9,24277.1,90.09999999999854,331.09999999999854,0.37626325899940927,1.3826943957237057,True,False,LONG,47.0,346.0
17196,20260413  15:12:00,23740.0,23744.0,23734.0,23743.0,-1,23727.58275587688,23730.780167929843,23798.957555684436,23662.60278017525,-13.327087206125606,-0.015340535582803119,-0.0016778396683812154,-11.0,-77.72585669781931,,,17193.0,17195.0,1.0,23739.0,23721.0,-27.102803738317757,-16.50485436893204,UP,,,,,17093.0,17173.0,-1,23794.0,23654.0,23654.0,23744.0,140.0,,,23640.0,23808.0,103.0,65.0,0.4338120709261677,0.2737648991281641,True,False,LONG,407.0,9.0
17455,20260414  08:18:00,24083.0,24101.0,24079.0,24099.0,-1,24083.49464210845,24050.197411310204,24082.95304673005,24017.44177589036,22.093380145550224,-0.0033932963972321643,0.0011985212092661878,-3.3333333333333335,-22.274143302180686,,,17452.0,17454.0,1.0,24092.0,24074.0,-28.846153846153847,-19.23076923076923,UP,,,,,17332.0,17440.0,-1,24150.0,24041.0,24041.0,24101.0,109.0,,,24030.1,24160.9,68.90000000000146,61.900000000001455,0.28590397941823914,0.2568571310012924,True,False,LONG,133.0,22.0
17574,20260414  14:15:00,24175.0,24195.0,24173.0,24194.0,-1,24174.955364475256,24130.68056561392,24216.928431844706,24044.43269938313,19.31042651359262,0.0018404350267140696,0.001519904642114115,-28.205128205128204,-7.4766355140186915,,,17572.0,17573.0,1.0,24187.0,24165.0,-42.73504273504273,-44.44444444444444,UP,,,,,17509.0,17543.0,-1,24232.0,24110.0,24110.0,24227.0,122.0,,,24097.8,24244.2,96.20000000000073,50.20000000000073,0.39761924444077346,0.20748946019674602,True,False,LONG,73.0,31.0
17657,20260414  18:24:00,24248.0,24255.0,24246.0,24255.0,-1,24244.49131353684,24192.66710283656,24271.756601288762,24113.577604384358,22.208256678202332,0.0009619934163830881,0.0008565222558815106,-0.0,-1.7991004497751124,,,17652.0,17655.0,1.0,24248.0,24235.0,-26.881720430107528,-5.194805194805195,UP,,,,,17614.0,17634.0,-1,24267.0,24174.0,24174.0,24255.0,93.0,,,24164.7,24276.3,90.29999999999927,21.299999999999272,0.3722943722943693,0.08781694495979911,True,False,LONG,5.0,52.0
17690,20260414  20:03:00,24231.0,24236.0,24231.0,24236.0,-1,24228.923272485765,24204.30408039199,24278.523904994956,24130.084255789025,18.42747989880297,-0.005284959505626366,0.0012261191117049217,-42.10526315789474,-4.6476761619190405,,,17686.0,17687.0,1.0,24233.0,24217.0,-63.1578947368421,-70.17543859649123,UP,,,,,17658.0,17634.0,1,24260.0,24174.0,24203.0,24260.0,86.0,,,24165.4,24260.0,70.59999999999854,24.0,0.29130219508169064,0.09902624195411786,True,False,LONG,9.0,35.0
17851,20260415  08:15:00,24207.0,24225.0,24203.0,24222.0,-1,24199.376566792336,24201.999758550723,24237.423940189678,24166.575576911768,-0.7025357250440719,-0.06901625305508495,-0.058153333522726454,-12.162162162162161,-7.258064516129032,,,17846.0,17848.0,1.0,24206.0,24189.0,-47.2972972972973,-47.2972972972973,UP,,,,,17718.0,17834.0,-1,24245.0,24157.0,24157.0,24225.0,88.0,,,24148.2,24253.8,73.79999999999927,31.799999999999272,0.3046816943274679,0.1312856081248422,True,False,LONG,103.0,54.0
18014,20260415  16:24:00,24260.0,24293.0,24259.0,24290.0,-1,24266.57824590509,24233.679807369015,24274.82784853325,24192.531766204782,5.926621867997963,0.021878237598393715,0.009470313870018688,-4.597701149425287,-7.446808510638298,,,18011.0,18013.0,1.0,24275.0,24245.0,-36.7816091954023,-39.08045977011494,UP,,,,,17961.0,17935.0,1,24325.0,24168.0,24203.0,24325.0,157.0,,,24152.3,24325.0,137.70000000000073,35.0,0.5668999588307976,0.1440922190201729,True,False,LONG,5.0,70.0
18077,20260415  19:33:00,24227.0,24236.0,24224.0,24236.0,-1,24226.03329268848,24235.356961830214,24279.266690195964,24191.447233464463,2.189813073347167,-0.028128995710320254,0.007167375082880043,-33.8235294117647,-31.338028169014084,,,18075.0,18076.0,1.0,24232.0,24221.0,-55.26315789473684,-48.57142857142857,UP,,,,,17961.0,18064.0,-1,24325.0,24191.0,24191.0,24236.0,134.0,,,24177.6,24338.4,58.400000000001455,102.40000000000146,0.24096385542169274,0.42251196567090876,True,False,LONG,120.0,29.0
18298,20260416  10:45:00,24264.0,24277.0,24261.0,24277.0,-1,24256.01246851502,24282.57670311942,24331.16471254541,24233.988693693427,1.8580028106610913,-0.06205933853139748,0.017830018510505453,-50.0,-32.113821138211385,,,18293.0,18294.0,1.0,24251.0,24235.0,-82.94573643410853,-84.6774193548387,UP,,,,,18249.0,18291.0,-1,24356.0,24223.0,24223.0,24277.0,133.0,,,24209.7,24369.3,67.29999999999927,92.29999999999927,0.27721711908390356,0.3801952465296341,True,False,LONG,150.0,21.0
18608,20260417  06:24:00,24308.0,24312.0,24307.0,24312.0,-1,24305.203394992426,24305.92690183289,24365.049579683073,24246.804223982705,0.305716747955147,0.031513239628028746,0.0413770851417217,-43.47826086956522,-42.592592592592595,,,18606.0,18607.0,1.0,24309.0,24303.0,-50.0,-52.17391304347826,UP,,,,,18536.0,18468.0,1,24338.0,24217.0,24286.0,24338.0,121.0,,,24204.9,24338.0,107.09999999999854,26.0,0.4405231984205271,0.10694307337940111,True,False,LONG,25.0,18.0
18660,20260417  09:00:00,24298.0,24325.0,24282.0,24324.0,-1,24301.202872940878,24307.354226930776,24344.12199558293,24270.586458278623,0.39753229305499915,-0.03758853553133016,0.08098243134404023,-20.0,-39.76833976833977,,24282.0,18658.0,18660.0,1.0,24306.0,24282.0,-61.53846153846154,-20.0,UP,,,,,18536.0,18652.0,-1,24338.0,24272.0,24272.0,24325.0,66.0,,,24265.4,24344.6,58.599999999998545,20.599999999998545,0.24091432330208248,0.08469001808912409,True,False,LONG,204.0,42.0
18775,20260417  14:45:00,24494.0,24580.0,24486.0,24573.0,-1,24499.934022522022,24417.841835407336,24559.79536265377,24275.888308160902,22.31813791217196,0.013338552780652239,0.00593014131140008,-4.242424242424242,-1.7994858611825193,,24486.0,18771.0,18775.0,1.0,24519.0,24486.0,-4.8076923076923075,-4.242424242424242,UP,,,,,18718.0,18755.0,-1,24528.0,24415.0,24415.0,24580.0,113.0,,,24403.7,24539.3,169.29999999999927,-33.70000000000073,0.6889675660277511,-0.13714239205632495,True,False,LONG,395.0,123.0
19118,20260420  12:03:00,24534.0,24547.0,24530.0,24545.0,-1,24531.519758821687,24548.18238735682,24635.678453829863,24460.68632088378,-22.403319442710842,-0.010234595709164964,-0.0014723782018075619,-1.9607843137254901,-56.32490013315579,,,19115.0,19116.0,1.0,24536.0,24519.0,-17.171717171717173,-18.181818181818183,UP,,,,,19062.0,19084.0,-1,24614.0,24445.0,24445.0,24547.0,169.0,,,24428.1,24630.9,116.90000000000146,85.90000000000146,0.47626807903850665,0.34996944387859624,True,False,LONG,145.0,50.0
19394,20260421  06:00:00,24654.0,24660.0,24652.0,24658.0,-1,24650.864543020154,24625.73780698526,24707.673486860538,24543.802127109982,13.494410749658542,-0.0019265915195812173,0.0011668029584817623,-40.54054054054054,-44.54022988505747,,,19387.0,19393.0,1.0,24652.0,24646.0,-83.78378378378379,-51.351351351351354,UP,,,,,19317.0,19381.0,-1,24690.0,24636.0,24607.0,24660.0,54.0,,,24598.7,24695.4,59.29999999999927,37.400000000001455,0.2404899018574064,0.15167491280720843,True,False,LONG,65.0,6.0
19456,20260421  09:06:00,24669.0,24690.0,24662.0,24688.0,-1,24673.524858712888,24656.739926511735,24712.29998171219,24601.17987131128,14.422860916763907,-0.00625165784066041,0.0019690187487637883,-46.05263157894737,-40.816326530612244,,,19448.0,19455.0,1.0,24683.0,24647.0,-64.78873239436619,-71.05263157894737,UP,,,,,19423.0,19455.0,-1,24723.0,24647.0,24647.0,24690.0,76.0,,,24639.4,24730.6,48.599999999998545,42.599999999998545,0.19685677252105696,0.17255346727154303,True,False,LONG,77.0,26.0
19825,20260422  07:42:00,24467.0,24489.0,24465.0,24482.0,-1,24458.58472894252,24402.033741548945,24497.399632100845,24306.667850997044,-15.527130531991247,-0.03737135316406334,-0.0024439884345668905,-4.964539007092198,-47.08818635607321,,,19823.0,19824.0,1.0,24478.0,24457.0,-3.0303030303030303,-9.848484848484848,UP,,,,,19718.0,19811.0,-1,24417.0,24348.0,24348.0,24489.0,69.0,,,24341.1,24423.9,140.90000000000146,-58.099999999998545,0.5755248754186809,-0.2373172126460197,True,False,LONG,62.0,45.0
19937,20260422  13:18:00,24389.0,24406.0,24387.0,24403.0,-1,24383.941038028832,24413.26967593568,24518.067120563268,24308.472231308093,-7.361773905185032,0.004504962495306041,-0.006581655161635489,-39.75155279503105,-60.232945091514146,,,19933.0,19936.0,1.0,24389.0,24374.0,-55.75757575757576,-48.76543209876543,UP,,,,,19853.0,19915.0,-1,24544.0,24306.0,24306.0,24406.0,238.0,,,24282.2,24567.8,120.79999999999927,164.79999999999927,0.49502110396262455,0.6753268040814624,True,False,LONG,65.0,29.0
20103,20260422  21:36:00,24327.0,24346.0,24326.0,24346.0,-1,24331.36184179188,24356.809675533837,24422.506714775333,24291.112636292342,-11.830738711836744,-0.002658470063992955,-0.002450257410416471,-35.922330097087375,-69.7171381031614,,,20099.0,20102.0,1.0,24342.0,24322.0,-48.54368932038835,-54.36893203883495,UP,,,,,20054.0,20010.0,1,24384.0,24298.0,24280.0,24384.0,86.0,,,24289.4,24384.0,56.599999999998545,38.0,0.23248172184341798,0.15608313480653907,True,False,LONG,32.0,345.0
20318,20260423  12:30:00,24199.0,24227.0,24199.0,24225.0,-1,24198.5217497408,24198.149440470803,24367.79054818487,24028.508332756737,-4.569277727278462,-0.02490783516299641,-0.01052691381393883,-28.346456692913385,-70.13333333333334,,24199.0,20309.0,20318.0,1.0,24205.0,24199.0,-66.28571428571429,-28.346456692913385,UP,,,,,20264.0,20289.0,-1,24335.0,24134.0,24134.0,24244.0,201.0,,,24113.9,24355.1,111.09999999999854,130.09999999999854,0.45861713106294555,0.5370485036119651,True,False,LONG,177.0,124.0
20507,20260423  21:57:00,24221.0,24237.0,24212.0,24235.0,-1,24214.332254467252,24244.860606678823,24380.732445632264,24108.988767725383,-2.794614404412736,0.04005576762388942,-0.02456658671097081,-34.51327433628319,-54.88454706927176,,,20505.0,20506.0,1.0,24225.0,24198.0,-38.607594936708864,-40.76923076923077,UP,,,,,20427.0,20463.0,-1,24402.0,23981.0,23981.0,24274.0,421.0,,,23938.9,24444.1,296.09999999999854,209.09999999999854,1.2217866721683455,0.8628017330307347,True,False,LONG,114.0,23.0
20600,20260424  06:45:00,24249.0,24263.0,24246.0,24262.0,-1,24245.774526836693,24236.33043935257,24339.580401142575,24133.080477562562,-4.740510682904946,-0.03118161916896031,-0.006450362443249983,-1.1627906976744187,-50.08880994671403,,,20597.0,20599.0,1.0,24255.0,24239.0,-7.594936708860759,-8.860759493670885,UP,,,,,20510.0,20566.0,-1,24349.0,24177.0,24177.0,24263.0,172.0,,,24159.8,24366.2,102.20000000000073,104.20000000000073,0.4212348528563215,0.42947819635644513,True,False,LONG,95.0,16.0
20653,20260424  09:24:00,24289.0,24331.0,24279.0,24329.0,-1,24301.816143773016,24274.063152668947,24375.937715445874,24172.18858989202,9.261988141813084,0.0033706746366729845,0.007592908923671865,-26.16822429906542,-37.410071942446045,,24279.0,20648.0,20653.0,1.0,24315.0,24279.0,-58.16326530612245,-26.16822429906542,UP,,,,,20645.0,20566.0,1,24357.0,24177.0,24250.0,24357.0,180.0,,,24159.0,24357.0,170.0,28.0,0.6987545727321304,0.11508898844999796,True,False,LONG,4.0,69.0
20671,20260424  10:18:00,24286.0,24324.0,24274.0,24321.0,-1,24277.16752328776,24275.917983400217,24372.10715354436,24179.728813256075,7.891623776834089,-0.007098464144264207,0.016063760870079373,-28.8,-31.31313131313131,,,20665.0,20668.0,1.0,24317.0,24232.0,-74.76635514018692,-93.6,UP,,,,,20645.0,20566.0,1,24357.0,24177.0,24232.0,24357.0,180.0,,,24159.0,24357.0,162.0,36.0,0.6660910324411004,0.14802022943135562,True,False,LONG,17.0,103.0
20720,20260424  12:45:00,24214.0,24227.0,24209.0,24223.0,-1,24210.65809665219,24236.459974667567,24355.013933794497,24117.906015540637,-7.953662144231578,0.0011952741506802362,-0.0036202156982081835,-5.714285714285714,-50.30800821355236,,,20717.0,20718.0,1.0,24220.0,24200.0,-20.754716981132077,-19.047619047619047,UP,,,,,20645.0,20692.0,-1,24357.0,24124.0,24124.0,24229.0,233.0,,,24100.7,24380.3,122.29999999999927,157.29999999999927,0.5048920447508537,0.6493828179829058,True,False,LONG,246.0,19.0
20819,20260424  17:42:00,24269.0,24415.0,24257.0,24370.0,-1,24286.389201261853,24276.069061453203,24406.212738145092,24145.925384761314,3.9906201629252678,0.02858111374839835,0.057883519934083444,-23.68421052631579,-20.28688524590164,,,20816.0,20818.0,1.0,24282.0,24251.0,-52.80898876404494,-50.561797752808985,UP,,,,,20735.0,20692.0,1,24469.0,24124.0,24216.0,24469.0,345.0,,,24089.5,24469.0,280.5,99.0,1.151005334427575,0.4062371768567911,True,False,LONG,65.0,113.0
20845,20260424  19:00:00,24341.0,24346.0,24337.0,24343.0,-1,24332.85333170516,24292.435964105563,24419.9098873668,24164.962040844326,8.688326611161074,0.01710961097030655,0.001868759844690827,-50.0,-25.81967213114754,,,20840.0,20844.0,1.0,24326.0,24326.0,-64.1304347826087,-51.08695652173913,UP,,,,,20735.0,20692.0,1,24469.0,24124.0,24216.0,24469.0,345.0,,,24089.5,24469.0,253.5,126.0,1.0413671281271824,0.5176025962288954,True,False,LONG,71.0,71.0
20932,20260427  03:30:00,24349.0,24367.0,24340.0,24358.0,-1,24340.673323515013,24324.79222331924,24398.736401427825,24250.848045210656,9.100075384708859,0.0013445186109421008,0.0038236771482604657,-38.888888888888886,-22.74590163934426,,,20930.0,20931.0,1.0,24351.0,24324.0,-52.083333333333336,-45.138888888888886,UP,,,,,20735.0,20913.0,-1,24469.0,24270.0,24216.0,24370.0,199.0,,,24190.7,24488.9,167.29999999999927,130.90000000000146,0.6868379998357799,0.5374004433861624,True,False,LONG,43.0,19.0
21069,20260427  10:21:00,24309.0,24320.0,24300.0,24319.0,-1,24298.91632059691,24324.113314755275,24389.34898337815,24258.8776461324,-2.329232600492759,0.03503273749073511,-0.029247635328648165,-46.53465346534654,-30.737704918032787,,,21062.0,21065.0,1.0,24311.0,24265.0,-87.91208791208791,-84.15841584158416,UP,,,,,20948.0,21065.0,-1,24401.0,24265.0,24265.0,24320.0,136.0,,,24251.4,24414.6,67.59999999999854,95.59999999999854,0.27797195608371456,0.3931082692544864,True,False,LONG,193.0,19.0
21220,20260427  17:54:00,24250.0,24258.0,24246.0,24253.0,-1,24236.713837912102,24324.047803231333,24493.567724568282,24154.527881894384,-14.23247857871561,0.01784840532935623,-0.003493489227932259,-48.32214765100671,-48.7758945386064,,,21217.0,21218.0,1.0,24247.0,24228.0,-54.36241610738255,-61.07382550335571,UP,,,,,21132.0,21204.0,-1,24512.0,24176.0,24176.0,24258.0,336.0,,,24142.4,24545.6,110.59999999999854,292.59999999999854,0.4560260586319158,1.2064486867603947,True,False,LONG,43.0,14.0
21344,20260428  04:15:00,24263.0,24270.0,24258.0,24269.0,-1,24261.384251037773,24276.135010206322,24317.870575323188,24234.399445089457,-11.144538172022008,-0.006602634860817208,-0.00180900207395881,-43.13725490196079,-62.628865979381445,,,21340.0,21342.0,1.0,24262.0,24254.0,-38.94736842105263,-39.130434782608695,UP,,,,,21304.0,21302.0,1,24295.0,24200.0,24240.0,24295.0,95.0,,,24190.5,24295.0,78.5,26.0,0.3234579092669661,0.10713255593555564,True,False,LONG,27.0,30.0
21569,20260428  15:30:00,24143.0,24173.0,24137.0,24163.0,-1,24137.67909047242,24187.39746502886,24309.048737491536,24065.74619256618,-19.143422945174724,-0.0003175791660343817,-0.004463738363335879,-23.243243243243242,-71.07942973523421,,,21566.0,21568.0,1.0,24142.0,24103.0,-44.86486486486486,-34.054054054054056,UP,,,,,21519.0,21549.0,-1,24288.0,24021.0,24021.0,24206.0,267.0,,,23994.3,24314.7,168.70000000000073,151.70000000000073,0.6981748955013894,0.6278193932872604,True,False,LONG,82.0,91.0
21901,20260429  12:15:00,24103.0,24140.0,24102.0,24137.0,-1,24091.913382036386,24132.207411687046,24229.20351194791,24035.21131142618,-9.726088530247843,0.0006041607643512553,-0.011317549340430583,-2.830188679245283,-76.37474541751527,,,21888.0,21894.0,1.0,24123.0,24034.0,-46.51162790697674,-93.16239316239316,UP,,,,,21816.0,21894.0,-1,24245.0,24034.0,24034.0,24140.0,211.0,,,24012.9,24266.1,124.09999999999854,129.09999999999854,0.5141484028669617,0.5348634875916582,True,False,LONG,27.0,144.0
22108,20260430  02:45:00,24014.0,24032.0,24013.0,24032.0,-1,24010.60043652409,24014.04264713397,24133.46209989821,23894.62319436973,-21.543113864460064,-0.015043582558454326,-0.0015217963536954468,-0.0,-67.17557251908397,,24013.0,22106.0,22108.0,1.0,24024.0,24013.0,-9.375,-0.0,UP,,,,,21959.0,22071.0,-1,24164.0,23903.0,23903.0,24032.0,261.0,,,23876.9,24190.1,155.09999999999854,158.09999999999854,0.6453894806924041,0.6578728362183695,True,False,LONG,22.0,30.0
22232,20260430  08:57:00,23794.0,23833.0,23793.0,23825.0,-1,23803.65331336943,23892.084405094538,24075.30503432167,23708.863775867405,-36.691050444136174,-0.0004708430271023456,-0.001532282676276422,-20.491803278688526,-82.67857142857143,,,22228.0,22229.0,1.0,23818.0,23786.0,-38.52459016393443,-45.90163934426229,UP,,,,,22133.0,22220.0,-1,24054.0,23728.0,23728.0,23841.0,326.0,,,23695.4,24086.6,129.59999999999854,261.59999999999854,0.5439664218258071,1.098006295907654,True,False,LONG,671.0,54.0
22637,20260504  09:21:00,24435.0,24474.0,24435.0,24474.0,-1,24430.508348952033,24427.438078490086,24472.77559343748,24382.10056354269,20.13662439849068,-0.008296126105166087,0.004812951299267239,-14.814814814814815,-2.8645833333333335,,,22633.0,22634.0,1.0,24433.0,24404.0,-56.2962962962963,-57.77777777777778,UP,,,,,22495.0,22630.0,-1,24496.0,24359.0,24359.0,24474.0,137.0,,,24345.3,24509.7,128.70000000000073,35.70000000000073,0.5258641823976494,0.1458690855601893,True,False,LONG,33.0,88.0
22736,20260504  14:18:00,24375.0,24404.0,24374.0,24395.0,-1,24370.77597215651,24396.496952692927,24519.995361581656,24272.9985438042,-3.9894393267939354,0.009351267474341793,-0.01675489263094334,-15.416666666666666,-14.377406931964057,,,22730.0,22735.0,1.0,24376.0,24345.0,-27.56183745583039,-22.352941176470587,UP,,,,,22645.0,22630.0,1,24507.0,24359.0,24161.0,24507.0,148.0,,,24344.2,24507.0,50.79999999999927,112.0,0.20823939331829994,0.45911047345767575,True,False,LONG,17.0,62.0
22903,20260505  02:48:00,24000.0,24016.0,24000.0,24012.0,-1,24000.254730785346,24096.951224099874,24347.635193459406,23846.26725474034,-53.66206380225887,-0.003608587287197334,-0.0007114484685678216,-30.555555555555557,-63.54300385109114,,,22899.0,22901.0,1.0,24003.0,23987.0,-51.388888888888886,-50.0,UP,,,,,22645.0,22812.0,-1,24507.0,23939.0,23939.0,24086.0,568.0,,,23882.2,24563.8,129.79999999999927,551.7999999999993,0.5405630518074266,2.298017657837745,True,False,LONG,476.0,39.0
23184,20260505  16:51:00,24390.0,24398.0,24383.0,24395.0,-1,24378.326865304014,24339.249178496506,24484.720075022273,24193.77828197074,41.58687979920464,-0.00721408245981401,0.0008742770079807737,-47.26027397260274,-19.718309859154928,,,23181.0,23182.0,1.0,24390.0,24359.0,-54.10958904109589,-65.75342465753425,UP,,,,,23137.0,23173.0,-1,24488.0,24318.0,24318.0,24398.0,170.0,,,24301.0,24505.0,94.0,110.0,0.3853248616519778,0.45091207214593154,True,False,LONG,855.0,12.0
23568,20260506  16:12:00,24996.0,25016.0,24994.0,25007.0,-1,24983.297222235324,24973.739463946968,25268.35814819169,24679.120779702243,56.952475288460185,-0.011278303242172001,0.0011235191044262228,-32.5,-18.53546910755149,,,23564.0,23566.0,1.0,24995.0,24938.0,-75.38461538461539,-65.78947368421052,UP,,,,,23507.0,23561.0,-1,25250.0,24926.0,24926.0,25016.0,324.0,,,24893.6,25282.4,113.40000000000146,275.40000000000146,0.4534730275522912,1.1012916383412703,True,False,LONG,82.0,31.0
23776,20260507  06:45:00,25047.0,25061.0,25044.0,25061.0,-1,25049.318004512017,25038.930944860258,25081.61904314775,24996.242846572764,12.260253329303495,-0.007253801716164086,0.002119038297818918,-6.25,-15.254237288135593,,25044.0,23774.0,23776.0,1.0,25049.0,25044.0,-50.0,-6.25,UP,,,,,23718.0,23623.0,1,25089.0,24979.0,25031.0,25089.0,110.0,,,24968.0,25089.0,93.0,28.0,0.37109452934838993,0.11172738518016041,True,False,LONG,7.0,28.0
23831,20260507  09:30:00,25077.0,25095.0,25072.0,25092.0,-1,25065.834477845292,25037.203811470972,25074.548239538344,24999.8593834036,5.781176457256897,0.027575838719132065,0.009731451093393653,-4.761904761904762,-14.272809394760614,,,23826.0,23827.0,1.0,25088.0,25028.0,-37.142857142857146,-48.57142857142857,UP,,,,,23718.0,23807.0,-1,25089.0,24992.0,24992.0,25097.0,97.0,,,24982.3,25098.7,109.70000000000073,6.700000000000728,0.4371911366172514,0.02670173760561425,True,False,LONG,14.0,128.0
23924,20260507  14:09:00,24946.0,24969.0,24944.0,24966.0,-1,24954.249543961887,24995.839841811576,25076.755449904984,24914.924233718168,-9.94155660210447,0.009742758892754992,-0.003415317649630975,-41.26984126984127,-30.472103004291846,,24944.0,23922.0,23924.0,1.0,24958.0,24944.0,-58.73015873015873,-41.26984126984127,UP,,,,,23833.0,23903.0,-1,25106.0,24929.0,24929.0,24981.0,177.0,,,24911.3,25123.7,54.70000000000073,157.70000000000073,0.2190979732436142,0.6316590563165935,True,False,LONG,69.0,42.0
24148,20260508  05:30:00,24521.0,24544.0,24521.0,24540.0,-1,24524.870702499604,24597.59148045556,24725.128250586476,24470.054710324646,-52.93220413595335,-0.005922853115380587,-0.0007729433487412528,-24.65753424657534,-92.0881971465629,,,24141.0,24143.0,1.0,24536.0,24512.0,-43.83561643835616,-54.794520547945204,UP,,,,,23937.0,24081.0,-1,25035.0,24479.0,24479.0,24563.0,556.0,,,24423.4,25090.6,116.59999999999854,550.5999999999985,0.47514262428687265,2.243683781581086,True,False,LONG,45.0,33.0
24265,20260508  11:21:00,24527.0,24563.0,24527.0,24562.0,-1,24523.435179109074,24536.529010557202,24577.449534466676,24495.60848664773,-24.51838965183146,-0.013119118737993487,-0.0030371185579373076,-0.9615384615384616,-86.97850821744628,,,24260.0,24263.0,1.0,24541.0,24512.0,-17.02127659574468,-35.1063829787234,UP,,,,,24207.0,24256.0,-1,24585.0,24459.0,24459.0,24563.0,126.0,,,24446.4,24597.6,115.59999999999854,35.599999999998545,0.47064571288982393,0.1449393371875195,True,False,LONG,12.0,49.0
24290,20260508  12:36:00,24536.0,24541.0,24528.0,24539.0,-1,24523.633984165128,24533.36335342908,24578.97003471122,24487.756672146937,-19.013813216207705,-0.012712285340309078,-0.0011941718421977741,-30.434782608695652,-89.88621997471554,,,24286.0,24288.0,1.0,24536.0,24516.0,-40.869565217391305,-37.391304347826086,UP,,,,,24269.0,24256.0,1,24574.0,24459.0,24484.0,24574.0,115.0,,,24447.5,24574.0,91.5,35.0,0.37287583031093363,0.14263009902604018,True,False,LONG,20.0,49.0
24348,20260508  15:30:00,24510.0,24520.0,24492.0,24518.0,-1,24491.438040478482,24514.056889746586,24570.126882752782,24457.98689674039,-15.438045600871964,-0.00988044096388801,-0.002580027359705762,-17.272727272727273,-86.5979381443299,,24492.0,24341.0,24348.0,1.0,24470.0,24492.0,-67.54385964912281,-17.272727272727273,UP,,,,,24269.0,24256.0,1,24574.0,24459.0,24427.0,24574.0,115.0,,,24447.5,24574.0,70.5,56.0,0.28754384533811894,0.22840362182886043,True,False,LONG,29.0,47.0
24422,20260508  19:12:00,24417.0,24424.0,24415.0,24424.0,-1,24412.30703948808,24456.280136702615,24565.680412771148,24346.879860634082,-22.038195250822756,-0.0029761743799366094,-0.0014260315326505815,-20.869565217391305,-88.22768434670117,,,24419.0,24421.0,1.0,24417.0,24403.0,-28.695652173913043,-26.956521739130434,UP,,,,,24269.0,24388.0,-1,24574.0,24333.0,24333.0,24448.0,241.0,,,24308.9,24598.1,115.09999999999854,174.09999999999854,0.47125777923353485,0.7128234523419528,True,False,LONG,,
